Serial Number, Date-Time,Value
110,3/8/2010 1:16:00 PM,30

110,3/8/2010 1:17:00 PM,15

110,3/8/2010 1:18:00 PM,0

110,3/8/2010 1:19:00 PM,23

110,3/8/2010 1:20:00 PM,28

110,3/8/2010 1:21:00 PM,7

110,3/8/2010 1:22:00 PM,6

110,3/8/2010 1:23:00 PM,12

110,3/8/2010 1:24:00 PM,0

110,3/8/2010 1:25:00 PM,1

110,3/8/2010 1:26:00 PM,2

110,3/8/2010 1:27:00 PM,2

110,3/8/2010 1:28:00 PM,5

110,3/8/2010 1:29:00 PM,0

110,3/8/2010 1:30:00 PM,1

110,3/8/2010 1:31:00 PM,0

110,3/8/2010 1:32:00 PM,0

110,3/8/2010 1:33:00 PM,3

110,3/8/2010 1:34:00 PM,2

110,3/8/2010 1:35:00 PM,0

110,3/8/2010 1:36:00 PM,0

110,3/8/2010 1:37:00 PM,1

110,3/8/2010 1:38:00 PM,1

110,3/8/2010 1:39:00 PM,1

110,3/8/2010 1:40:00 PM,1

110,3/8/2010 1:41:00 PM,3

110,3/8/2010 1:42:00 PM,1

110,3/8/2010 1:43:00 PM,1

110,3/8/2010 1:44:00 PM,3

110,3/8/2010 1:45:00 PM,1

110,3/8/2010 1:46:00 PM,0

